date,min_temperature
2022-02-17,-19.9
2022-02-18,-8.9
2022-02-19,-8.9
2022-02-20,-9.9
2022-02-21,-12.7
2022-02-22,-6.5
2022-02-23,-7.1
2022-02-24,-5.0
2022-02-25,-3.9
2022-02-26,-14.6
2022-02-27,-8.0
2022-02-28,-16.5
2022-03-01,-15.0
2022-03-02,-8.9
2022-03-03,-9.1
2022-03-04,-14.7
2022-03-05,-0.3
2022-03-06,-0.4
2022-03-07,11.9
2022-03-08,11.1
2022-03-09,9.4
2022-03-10,-2.7
2022-03-11,0.5
2022-03-12,-24.9
2022-03-13,-21.3
2022-03-14,-24.0
2022-03-15,-22.4
2022-03-16,-15.2
2022-03-17,-7.7
2022-03-18,-6.4
2022-03-19,-5.3
2022-03-20,-6.4
2022-03-21,-6.0
2022-03-22,-12.8
2022-03-23,-13.2
2022-03-24,-8.6
2022-03-25,-12.2
2022-03-26,-13.0
2022-03-27,-14.0
2022-03-28,-12.1
2022-03-29,-5.9
2022-03-30,-2.0
2022-03-31,-3.3
2022-04-01,-9.0
2022-04-02,-7.0
2022-04-03,-4.0
2022-04-04,-3.6
2022-04-05,-3.6
2022-04-06,1.2
2022-04-07,10.9
2022-04-08,8.7
2022-04-09,7.0
2022-04-10,2.8
2022-04-11,-1.6
2022-04-12,-17.0
2022-04-13,-2.8
2022-04-14,1.1
2022-04-15,3.0
2022-04-16,6.6
2022-04-17,-1.8
2022-04-18,-3.9
2022-04-19,-2.8
2022-04-20,1.1
2022-04-21,-6.1
2022-04-22,-11.9
2022-04-23,-9.8
2022-04-24,-9.6
2022-04-25,-0.3
2022-04-26,-0.9
2022-04-27,-2.7
2022-04-28,6.6
2022-04-29,8.8
2022-04-30,-0.6
2022-05-01,-19.9
2022-05-02,-7.2
2022-05-03,-27.1
2022-05-04,2.6
2022-05-05,7.5
2022-05-06,0.4
2022-05-07,12.4
2022-05-08,13.5
2022-05-09,5.4
2022-05-10,1.8
2022-05-11,-0.5
2022-05-12,-26.9
2022-05-13,9.8
2022-05-14,10.8
2022-05-15,12.5
2022-05-16,9.4
2022-05-17,11.1
2022-05-18,7.4
2022-05-19,10.5
2022-05-20,7.7
2022-05-21,5.0
2022-05-22,6.5
2022-05-23,8.1
2022-05-24,9.5
2022-05-25,9.5
2022-05-26,11.1
2022-05-27,13.5
2022-05-28,15.1
2022-05-29,8.0
2022-05-30,9.9
2022-05-31,4.7
2022-06-01,-30.1
2022-06-02,-9.9
2022-06-03,-27.2
2022-06-04,1.9
2022-06-05,2.3
2022-06-06,3.3
2022-06-07,11.3
2022-06-08,12.9
2022-06-09,5.4
2022-06-10,
2022-06-11,-2.7
2022-06-12,-16.4
2022-06-13,12.7
2022-06-14,13.2
2022-06-15,12.6
2022-06-16,13.7
2022-06-17,13.3
2022-06-18,14.3
2022-06-19,10.7
2022-06-20,11.9
2022-06-21,18.9
2022-06-22,18.4
2022-06-23,13.9
2022-06-24,13.2
2022-06-25,15.5
2022-06-26,11.2
2022-06-27,12.6
2022-06-28,9.5
2022-06-29,7.2
2022-06-30,11.5
2022-07-01,-28.7
2022-07-02,-20.3
2022-07-03,-16.7
2022-07-04,-4.2
2022-07-05,-4.0
2022-07-06,0.5
2022-07-07,9.1
2022-07-08,14.4
2022-07-09,6.8
2022-07-10,0.9
2022-07-11,-3.3
2022-07-12,-17.0
2022-07-13,10.1
2022-07-14,9.2
2022-07-15,10.4
2022-07-16,9.5
2022-07-17,11.3
2022-07-18,11.8
2022-07-19,11.8
2022-07-20,8.9
2022-07-21,11.0
2022-07-22,11.8
2022-07-23,8.6
2022-07-24,10.8
2022-07-25,10.4
2022-07-26,13.0
2022-07-27,16.8
2022-07-28,13.1
2022-07-29,9.4
2022-07-30,16.0
2022-07-31,18.1
2022-08-01,-9.8
2022-08-02,-24.2
2022-08-03,-20.5
2022-08-04,-4.5
2022-08-05,-8.5
2022-08-06,0.7
2022-08-07,11.4
2022-08-08,9.5
2022-08-09,5.7
2022-08-10,6.6
2022-08-11,
2022-08-12,-18.6
2022-08-13,14.2
2022-08-14,11.7
2022-08-15,9.6
2022-08-16,9.2
2022-08-17,9.4
2022-08-18,6.5
2022-08-19,9.4
2022-08-20,
2022-08-21,8.1
2022-08-22,2.4
2022-08-23,6.5
2022-08-24,11.6
2022-08-25,16.1
2022-08-26,4.1
2022-08-27,6.7
2022-08-28,10.5
2022-08-29,10.3
2022-08-30,5.5
2022-08-31,10.5
2022-09-01,-16.3
2022-09-02,-24.3
2022-09-03,-29.1
2022-09-04,-14.4
2022-09-05,0.7
2022-09-06,10.4
2022-09-07,13.9
2022-09-08,16.8
2022-09-09,4.3
2022-09-10,3.2
2022-09-11,-2.4
2022-09-12,-15.8
2022-09-13,4.5
2022-09-14,5.8
2022-09-15,6.9
2022-09-16,4.6
2022-09-17,8.4
2022-09-18,5.8
2022-09-19,10.2
2022-09-20,4.2
2022-09-21,10.3
2022-09-22,8.3
2022-09-23,1.6
2022-09-24,0.2
2022-09-25,-4.2
2022-09-26,-0.8
2022-09-27,-1.4
2022-09-28,-3.2
2022-09-29,-2.2
2022-09-30,-3.4
2022-10-01,-22.6
2022-10-02,-28.8
2022-10-03,-34.9
2022-10-04,-16.8
2022-10-05,5.4
2022-10-06,11.4
2022-10-07,18.8
2022-10-08,16.9
2022-10-09,
2022-10-10,0.4
2022-10-11,-1.9
2022-10-12,-30.7
2022-10-13,-1.7
2022-10-14,-0.2
2022-10-15,-0.2
2022-10-16,2.0
2022-10-17,1.8
2022-10-18,3.7
2022-10-19,1.0
2022-10-20,3.6
2022-10-21,0.7
2022-10-22,-2.2
2022-10-23,-1.8
2022-10-24,-2.4
2022-10-25,0.7
2022-10-26,-1.2
2022-10-27,-7.9
2022-10-28,-8.7
2022-10-29,-5.7
2022-10-30,-8.4
2022-10-31,-2.5
2022-11-01,-16.6
2022-11-02,-28.0
2022-11-03,-27.9
2022-11-04,-5.0
2022-11-05,9.2
2022-11-06,14.7
2022-11-07,12.7
2022-11-08,9.1
2022-11-09,0.5
2022-11-10,5.7
2022-11-11,-3.3
2022-11-12,-35.5
2022-11-13,-4.2
2022-11-14,-6.4
2022-11-15,-13.7
2022-11-16,-22.2
2022-11-17,-28.7
2022-11-18,-23.5
2022-11-19,-19.5
2022-11-20,-24.9
2022-11-21,-29.7
2022-11-22,-20.5
2022-11-23,-30.7
2022-11-24,-27.0
2022-11-25,-35.7
2022-11-26,-35.5
2022-11-27,-26.3
2022-11-28,-26.6
2022-11-29,-26.1
2022-11-30,-30.1
2022-12-01,-25.4
2022-12-02,-27.8
2022-12-03,-25.8
2022-12-04,-2.7
2022-12-05,7.8
2022-12-06,12.0
2022-12-07,13.1
2022-12-08,11.6
2022-12-09,-1.8
2022-12-10,2.1
2022-12-11,-2.3
2022-12-12,-33.5
2022-12-13,-31.0
2022-12-14,-34.9
2022-12-15,-22.1
2022-12-16,-21.8
2022-12-17,-24.9
